"","participant","controllerName","trialNumber","V5","condition","item","region","word","rt","sentence","match","position","logrt"
"383771","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",5,"a few mean",544,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.29894924685594
"383772","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",6,"commenters",608,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.41017488196617
"383773","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",7,"humiliated",640,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.46146817635372
"383774","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",8,"Francisco",888,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.78897174299217
"383775","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",9,"publicly",816,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.70441435496411
"383776","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",10,"in",576,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.35610766069589
"383777","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",11,"the ensuing",576,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.35610766069589
"383778","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",12,"discussion on",648,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.47389069635227
"383779","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",13,"Emily's",641,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.46302945692067
"383780","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",14,"blog.",584,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.36990098282823
"383973","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",86,0,"HARPSICHORD-OBJ-Misma","17",1,"While",688,"While he waited for the bus%2C various commuters warned Christina explicitly that John should watch out for pickpockets.","MM","o",6.53378883793334
"383987","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",86,0,"HARPSICHORD-OBJ-Misma","17",2,"he",473,"While he waited for the bus%2C various commuters warned Christina explicitly that John should watch out for pickpockets.","MM","o",6.15909538849193
"383988","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",86,0,"HARPSICHORD-OBJ-Misma","17",3,"waited for",544,"While he waited for the bus%2C various commuters warned Christina explicitly that John should watch out for pickpockets.","MM","o",6.29894924685594
"383989","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",86,0,"HARPSICHORD-OBJ-Misma","17",4,"the bus%2C",520,"While he waited for the bus%2C various commuters warned Christina explicitly that John should watch out for pickpockets.","MM","o",6.25382881157547
"383990","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",86,0,"HARPSICHORD-OBJ-Misma","17",5,"various",808,"While he waited for the bus%2C various commuters warned Christina explicitly that John should watch out for pickpockets.","MM","o",6.69456205852109
"383991","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",86,0,"HARPSICHORD-OBJ-Misma","17",6,"commuters",687,"While he waited for the bus%2C various commuters warned Christina explicitly that John should watch out for pickpockets.","MM","o",6.53233429222235
"383992","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",86,0,"HARPSICHORD-OBJ-Misma","17",7,"warned",593,"While he waited for the bus%2C various commuters warned Christina explicitly that John should watch out for pickpockets.","MM","o",6.38519439899773
"383993","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",86,0,"HARPSICHORD-OBJ-Misma","17",8,"Christina",584,"While he waited for the bus%2C various commuters warned Christina explicitly that John should watch out for pickpockets.","MM","o",6.36990098282823
"383994","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",86,0,"HARPSICHORD-OBJ-Misma","17",9,"explicitly",616,"While he waited for the bus%2C various commuters warned Christina explicitly that John should watch out for pickpockets.","MM","o",6.42324696353352
"383995","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",86,0,"HARPSICHORD-OBJ-Misma","17",10,"that",631,"While he waited for the bus%2C various commuters warned Christina explicitly that John should watch out for pickpockets.","MM","o",6.44730586254121
"383996","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",86,0,"HARPSICHORD-OBJ-Misma","17",11,"John",544,"While he waited for the bus%2C various commuters warned Christina explicitly that John should watch out for pickpockets.","MM","o",6.29894924685594
"383997","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",86,0,"HARPSICHORD-OBJ-Misma","17",12,"should",481,"While he waited for the bus%2C various commuters warned Christina explicitly that John should watch out for pickpockets.","MM","o",6.17586727010576
"383998","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",86,0,"HARPSICHORD-OBJ-Misma","17",13,"watch out",568,"While he waited for the bus%2C various commuters warned Christina explicitly that John should watch out for pickpockets.","MM","o",6.34212141872115
"383999","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",86,0,"HARPSICHORD-OBJ-Misma","17",14,"for pickpockets.",679,"While he waited for the bus%2C various commuters warned Christina explicitly that John should watch out for pickpockets.","MM","o",6.5206211275587
"384248","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",1,"As",424,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",6.04973345523196
"384262","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",2,"she",368,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",5.90808293816893
"384263","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",3,"was leaving",513,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",6.24027584517077
"384264","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",4,"the concert hall%2C",607,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",6.4085287910595
"384265","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",5,"countless",640,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",6.46146817635372
"384266","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",6,"journalists",472,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",6.15697898558556
"384267","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",7,"questioned",528,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",6.26909628370626
"384268","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",8,"Michelle",672,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",6.51025834052315
"384269","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",9,"relentlessly",752,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",6.62273632394984
"384270","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",10,"about",472,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",6.15697898558556
"384271","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",11,"her affair",504,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",6.22257626807137
"384272","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",12,"with",472,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",6.15697898558556
"384273","6d12a3d9ed65bd8d47bdc86d6c72d72f","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",13,"the rock star.",568,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",6.34212141872115
"384915","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",1,"After",454,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.11809719804135
"384929","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",2,"she",423,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.04737217904628
"384930","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",3,"posted",511,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.2363695902037
"384931","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",4,"the video%2C",491,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.19644412779452
"384932","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",5,"a few mean",640,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.46146817635372
"384933","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",6,"commenters",503,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.22059017009974
"384934","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",7,"humiliated",615,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.42162226780652
"384935","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",8,"Francisco",539,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.289715570909
"384936","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",9,"publicly",539,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.289715570909
"384937","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",10,"in",485,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.18414889093748
"384938","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",11,"the ensuing",553,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.31535800152233
"384939","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",12,"discussion on",603,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.40191719672719
"384940","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",13,"Emily's",547,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.30444880242198
"384941","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",118,0,"HARPSICHORD-OBJ-Misma","25",14,"blog.",580,"After she posted the video%2C a few mean commenters humiliated Francisco publicly in the ensuing discussion on Emily's blog.","MM","o",6.36302810354046
"385296","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",70,0,"HARPSICHORD-OBJ-Misma","13",1,"After",341,"After he had resigned%2C multiple lobbyists discouraged Katherine repeatedly from publishing the researcher's findings.","MM","o",5.83188247728352
"385310","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",70,0,"HARPSICHORD-OBJ-Misma","13",2,"he",295,"After he had resigned%2C multiple lobbyists discouraged Katherine repeatedly from publishing the researcher's findings.","MM","o",5.68697535633982
"385311","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",70,0,"HARPSICHORD-OBJ-Misma","13",3,"had",267,"After he had resigned%2C multiple lobbyists discouraged Katherine repeatedly from publishing the researcher's findings.","MM","o",5.58724865840025
"385312","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",70,0,"HARPSICHORD-OBJ-Misma","13",4,"resigned%2C",330,"After he had resigned%2C multiple lobbyists discouraged Katherine repeatedly from publishing the researcher's findings.","MM","o",5.79909265446053
"385313","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",70,0,"HARPSICHORD-OBJ-Misma","13",5,"multiple",296,"After he had resigned%2C multiple lobbyists discouraged Katherine repeatedly from publishing the researcher's findings.","MM","o",5.69035945432406
"385314","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",70,0,"HARPSICHORD-OBJ-Misma","13",6,"lobbyists",271,"After he had resigned%2C multiple lobbyists discouraged Katherine repeatedly from publishing the researcher's findings.","MM","o",5.6021188208797
"385315","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",70,0,"HARPSICHORD-OBJ-Misma","13",7,"discouraged",297,"After he had resigned%2C multiple lobbyists discouraged Katherine repeatedly from publishing the researcher's findings.","MM","o",5.6937321388027
"385316","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",70,0,"HARPSICHORD-OBJ-Misma","13",8,"Katherine",292,"After he had resigned%2C multiple lobbyists discouraged Katherine repeatedly from publishing the researcher's findings.","MM","o",5.67675380226828
"385317","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",70,0,"HARPSICHORD-OBJ-Misma","13",9,"repeatedly",381,"After he had resigned%2C multiple lobbyists discouraged Katherine repeatedly from publishing the researcher's findings.","MM","o",5.9427993751267
"385318","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",70,0,"HARPSICHORD-OBJ-Misma","13",10,"from",387,"After he had resigned%2C multiple lobbyists discouraged Katherine repeatedly from publishing the researcher's findings.","MM","o",5.95842469302978
"385319","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",70,0,"HARPSICHORD-OBJ-Misma","13",11,"publishing",395,"After he had resigned%2C multiple lobbyists discouraged Katherine repeatedly from publishing the researcher's findings.","MM","o",5.97888576490112
"385320","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",70,0,"HARPSICHORD-OBJ-Misma","13",12,"the researcher's",587,"After he had resigned%2C multiple lobbyists discouraged Katherine repeatedly from publishing the researcher's findings.","MM","o",6.3750248198281
"385321","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",70,0,"HARPSICHORD-OBJ-Misma","13",13,"findings.",683,"After he had resigned%2C multiple lobbyists discouraged Katherine repeatedly from publishing the researcher's findings.","MM","o",6.52649485957079
"385462","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",113,0,"HARPSICHORD-OBJ-Match","24",1,"After",462,"After she was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","M","o",6.13556489108174
"385476","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",113,0,"HARPSICHORD-OBJ-Match","24",2,"she",518,"After she was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","M","o",6.24997524225948
"385477","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",113,0,"HARPSICHORD-OBJ-Match","24",3,"was",400,"After she was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","M","o",5.99146454710798
"385478","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",113,0,"HARPSICHORD-OBJ-Match","24",4,"elected%2C",314,"After she was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","M","o",5.74939298590825
"385479","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",113,0,"HARPSICHORD-OBJ-Match","24",5,"many other",578,"After she was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","M","o",6.35957386867238
"385480","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",113,0,"HARPSICHORD-OBJ-Match","24",6,"politicians",457,"After she was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","M","o",6.12468339089421
"385481","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",113,0,"HARPSICHORD-OBJ-Match","24",7,"convinced",558,"After she was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","M","o",6.32435896238131
"385482","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",113,0,"HARPSICHORD-OBJ-Match","24",8,"Alexandra",527,"After she was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","M","o",6.26720054854136
"385483","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",113,0,"HARPSICHORD-OBJ-Match","24",9,"successfully",498,"After she was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","M","o",6.21060007702465
"385484","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",113,0,"HARPSICHORD-OBJ-Match","24",10,"to endorse",414,"After she was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","M","o",6.02586597382531
"385485","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",113,0,"HARPSICHORD-OBJ-Match","24",11,"the governor's",2354,"After she was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","M","o",7.76387128782022
"385486","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",113,0,"HARPSICHORD-OBJ-Match","24",12,"proposal.",538,"After she was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","M","o",6.28785856016178
"386350","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",38,0,"HARPSICHORD-OBJ-Misma","5",1,"While",922,"While she was moving into the building%2C a group of tenants informed Marcus politely about the loose floorboards by the old lady's apartment.","MM","o",6.82654522355659
"386364","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",38,0,"HARPSICHORD-OBJ-Misma","5",2,"she",416,"While she was moving into the building%2C a group of tenants informed Marcus politely about the loose floorboards by the old lady's apartment.","MM","o",6.03068526026126
"386365","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",38,0,"HARPSICHORD-OBJ-Misma","5",3,"was moving",373,"While she was moving into the building%2C a group of tenants informed Marcus politely about the loose floorboards by the old lady's apartment.","MM","o",5.92157841964382
"386366","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",38,0,"HARPSICHORD-OBJ-Misma","5",4,"into the building%2C",480,"While she was moving into the building%2C a group of tenants informed Marcus politely about the loose floorboards by the old lady's apartment.","MM","o",6.17378610390194
"386367","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",38,0,"HARPSICHORD-OBJ-Misma","5",5,"a group of",453,"While she was moving into the building%2C a group of tenants informed Marcus politely about the loose floorboards by the old lady's apartment.","MM","o",6.11589212548303
"386368","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",38,0,"HARPSICHORD-OBJ-Misma","5",6,"tenants",475,"While she was moving into the building%2C a group of tenants informed Marcus politely about the loose floorboards by the old lady's apartment.","MM","o",6.16331480403464
"386369","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",38,0,"HARPSICHORD-OBJ-Misma","5",7,"informed",420,"While she was moving into the building%2C a group of tenants informed Marcus politely about the loose floorboards by the old lady's apartment.","MM","o",6.04025471127741
"386370","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",38,0,"HARPSICHORD-OBJ-Misma","5",8,"Marcus",1175,"While she was moving into the building%2C a group of tenants informed Marcus politely about the loose floorboards by the old lady's apartment.","MM","o",7.06902342657826
"386371","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",38,0,"HARPSICHORD-OBJ-Misma","5",9,"politely",484,"While she was moving into the building%2C a group of tenants informed Marcus politely about the loose floorboards by the old lady's apartment.","MM","o",6.18208490671663
"386372","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",38,0,"HARPSICHORD-OBJ-Misma","5",10,"about",380,"While she was moving into the building%2C a group of tenants informed Marcus politely about the loose floorboards by the old lady's apartment.","MM","o",5.94017125272043
"386373","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",38,0,"HARPSICHORD-OBJ-Misma","5",11,"the loose",389,"While she was moving into the building%2C a group of tenants informed Marcus politely about the loose floorboards by the old lady's apartment.","MM","o",5.96357934361845
"386374","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",38,0,"HARPSICHORD-OBJ-Misma","5",12,"floorboards",669,"While she was moving into the building%2C a group of tenants informed Marcus politely about the loose floorboards by the old lady's apartment.","MM","o",6.50578406012823
"386375","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",38,0,"HARPSICHORD-OBJ-Misma","5",13,"by the",572,"While she was moving into the building%2C a group of tenants informed Marcus politely about the loose floorboards by the old lady's apartment.","MM","o",6.3491389913798
"386376","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",38,0,"HARPSICHORD-OBJ-Misma","5",14,"old lady's",628,"While she was moving into the building%2C a group of tenants informed Marcus politely about the loose floorboards by the old lady's apartment.","MM","o",6.4425401664682
"386377","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",38,0,"HARPSICHORD-OBJ-Misma","5",15,"apartment.",537,"While she was moving into the building%2C a group of tenants informed Marcus politely about the loose floorboards by the old lady's apartment.","MM","o",6.28599809450886
"386742","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",33,0,"HARPSICHORD-OBJ-Match","4",1,"As soon as",388,"As soon as he arrived at the station%2C multiple investigators interrogated Josh aggressively about his ties to the suspect.","M","o",5.96100533962327
"386756","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",33,0,"HARPSICHORD-OBJ-Match","4",2,"he",383,"As soon as he arrived at the station%2C multiple investigators interrogated Josh aggressively about his ties to the suspect.","M","o",5.94803498918065
"386757","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",33,0,"HARPSICHORD-OBJ-Match","4",3,"arrived at",364,"As soon as he arrived at the station%2C multiple investigators interrogated Josh aggressively about his ties to the suspect.","M","o",5.89715386763674
"386758","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",33,0,"HARPSICHORD-OBJ-Match","4",4,"the station%2C",312,"As soon as he arrived at the station%2C multiple investigators interrogated Josh aggressively about his ties to the suspect.","M","o",5.74300318780948
"386759","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",33,0,"HARPSICHORD-OBJ-Match","4",5,"multiple",313,"As soon as he arrived at the station%2C multiple investigators interrogated Josh aggressively about his ties to the suspect.","M","o",5.74620319054015
"386760","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",33,0,"HARPSICHORD-OBJ-Match","4",6,"investigators",300,"As soon as he arrived at the station%2C multiple investigators interrogated Josh aggressively about his ties to the suspect.","M","o",5.7037824746562
"386761","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",33,0,"HARPSICHORD-OBJ-Match","4",7,"interrogated",260,"As soon as he arrived at the station%2C multiple investigators interrogated Josh aggressively about his ties to the suspect.","M","o",5.56068163101553
"386762","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",33,0,"HARPSICHORD-OBJ-Match","4",8,"Josh",393,"As soon as he arrived at the station%2C multiple investigators interrogated Josh aggressively about his ties to the suspect.","M","o",5.97380961186926
"386763","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",33,0,"HARPSICHORD-OBJ-Match","4",9,"aggressively",268,"As soon as he arrived at the station%2C multiple investigators interrogated Josh aggressively about his ties to the suspect.","M","o",5.59098698051086
"386764","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",33,0,"HARPSICHORD-OBJ-Match","4",10,"about",295,"As soon as he arrived at the station%2C multiple investigators interrogated Josh aggressively about his ties to the suspect.","M","o",5.68697535633982
"386765","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",33,0,"HARPSICHORD-OBJ-Match","4",11,"his ties",194,"As soon as he arrived at the station%2C multiple investigators interrogated Josh aggressively about his ties to the suspect.","M","o",5.26785815906333
"386766","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",33,0,"HARPSICHORD-OBJ-Match","4",12,"to",392,"As soon as he arrived at the station%2C multiple investigators interrogated Josh aggressively about his ties to the suspect.","M","o",5.97126183979046
"386767","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",33,0,"HARPSICHORD-OBJ-Match","4",13,"the suspect.",333,"As soon as he arrived at the station%2C multiple investigators interrogated Josh aggressively about his ties to the suspect.","M","o",5.80814248998044
"386959","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",1,"As",339,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",5.82600010738045
"386973","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",2,"she",273,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",5.60947179518496
"386974","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",3,"was leaving",404,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",6.00141487796115
"386975","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",4,"the concert hall%2C",395,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",5.97888576490112
"386976","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",5,"countless",373,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",5.92157841964382
"386977","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",6,"journalists",420,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",6.04025471127741
"386978","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",7,"questioned",383,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",5.94803498918065
"386979","60e0023c18d5a19e78a402615413ce28","EPDashedSentence",81,0,"HARPSICHORD-OBJ-Match","16",8,"Michelle",383,"As she was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","M","o",5.94803498918065
